experiment_id,ends_early,exact_expected_lifecycle,other_deviation,starts_late
10,0.008215931706295171,0.9835419503508955,0.0,0.00824211794280926
14,0.007833479610683923,0.9844050878319077,0.0,0.007761432557408402
23,0.12438674860565999,0.8535426564759347,0.0002775769469117951,0.021793017971493495
